,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_api,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol
LGAI-EXAONE__EXAONE-Deep-7.8B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.630841,0.655763,0.631620,0.651869,0.619159,0.639408,0.627207,0.649013,0.669782,0.691589,0.665888,0.686137,0.685358,0.710280,0.673676,0.696002,0.750000,0.761682,0.736760,0.760125,0.753894,0.770249,0.746885,0.764019,0.781153,0.801402,0.775701,0.789720,0.803738,0.811526,0.786864,0.800883,0.578660,0.578660,0.567757,0.567757,0.573209,0.573209,0.573209,0.573209,0.682243,0.682243,0.679907,0.679907,0.684579,0.684579,0.682243,0.682243,0.767134,0.767134,0.751558,0.751558,0.742991,0.742991,0.753894,0.753894,0.772586,0.772586,0.778037,0.778037,0.769470,0.769470,0.773364,0.773364
Qwen__Qwen3-0.6B-Base,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.590343,0.617601,0.576324,0.600467,0.577882,0.602025,0.581516,0.606698,0.626947,0.654984,0.629283,0.654984,0.635514,0.664330,0.630582,0.658100,0.696262,0.726636,0.704829,0.729751,0.707944,0.738318,0.703011,0.731568,0.751558,0.774922,0.750000,0.781931,0.748442,0.770249,0.750000,0.775701,0.491433,0.491433,0.488318,0.488318,0.507788,0.507788,0.495846,0.495846,0.525701,0.525701,0.530374,0.530374,0.533489,0.533489,0.529855,0.529855,0.553738,0.553738,0.528037,0.528037,0.531931,0.531931,0.537902,0.537902,0.588006,0.588006,0.576324,0.576324,0.588006,0.588006,0.584112,0.584112
Qwen__Qwen3-1.7B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.593458,0.621495,0.588006,0.607477,0.590343,0.610592,0.590602,0.613188,0.630841,0.662773,0.644081,0.670561,0.665888,0.686916,0.646937,0.673416,0.746106,0.770249,0.754673,0.774922,0.756231,0.773364,0.752336,0.772845,0.807632,0.830997,0.796729,0.820872,0.806075,0.828660,0.803479,0.826843,0.792056,0.792056,0.782710,0.782710,0.785047,0.785047,0.786604,0.786604,0.817757,0.817757,0.828660,0.828660,0.835670,0.835670,0.827362,0.827362,0.854361,0.854361,0.862150,0.862150,0.869938,0.869938,0.862150,0.862150,0.838785,0.838785,0.840343,0.840343,0.856698,0.856698,0.845275,0.845275
Qwen__Qwen3-1.7B-Base,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.706386,0.747664,0.697040,0.728972,0.697040,0.732866,0.700156,0.736501,0.757788,0.789720,0.757788,0.788941,0.767913,0.788941,0.761163,0.789200,0.843458,0.867601,0.836449,0.857477,0.848131,0.870717,0.842679,0.865265,0.869159,0.884735,0.870717,0.890966,0.869938,0.888629,0.869938,0.888110,0.732087,0.732087,0.730530,0.730530,0.721184,0.721184,0.727934,0.727934,0.802960,0.802960,0.803738,0.803738,0.783489,0.783489,0.796729,0.796729,0.821651,0.821651,0.812305,0.812305,0.823988,0.823988,0.819315,0.819315,0.843458,0.843458,0.837227,0.837227,0.841121,0.841121,0.840602,0.840602
Qwen__Qwen3-14B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.650312,0.676012,0.640187,0.655763,0.633178,0.656542,0.641225,0.662773,0.723520,0.745327,0.706386,0.724299,0.714953,0.738318,0.714953,0.735981,0.815421,0.834112,0.806854,0.827103,0.802960,0.831776,0.808411,0.830997,0.856698,0.868380,0.846573,0.869938,0.850467,0.869159,0.851246,0.869159,0.923676,0.923676,0.925234,0.925234,0.927570,0.927570,0.925493,0.925493,0.923676,0.923676,0.919003,0.919003,0.932243,0.932243,0.924974,0.924974,0.925234,0.925234,0.934579,0.934579,0.931464,0.931464,0.930426,0.930426,0.938474,0.938474,0.941589,0.941589,0.938474,0.938474,0.939512,0.939512
Qwen__Qwen3-14B-Base,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.746106,0.768692,0.748442,0.763240,0.754673,0.774922,0.749740,0.768951,0.787383,0.799844,0.773364,0.792835,0.801402,0.816978,0.787383,0.803219,0.843458,0.859813,0.845016,0.862928,0.853583,0.865265,0.847352,0.862669,0.880841,0.894860,0.878505,0.891745,0.883956,0.897975,0.881101,0.894860,0.911994,0.911994,0.908100,0.908100,0.907321,0.907321,0.909138,0.909138,0.926791,0.926791,0.915109,0.915109,0.923676,0.923676,0.921859,0.921859,0.933801,0.933801,0.939252,0.939252,0.927570,0.927570,0.933541,0.933541,0.945483,0.945483,0.938474,0.938474,0.939252,0.939252,0.941070,0.941070
Qwen__Qwen3-4B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.627726,0.644860,0.609034,0.632399,0.604361,0.631620,0.613707,0.636293,0.664330,0.694704,0.672118,0.701713,0.665109,0.693925,0.667186,0.696781,0.756231,0.783489,0.771807,0.787383,0.752336,0.785047,0.760125,0.785306,0.809969,0.832555,0.804517,0.830218,0.803738,0.817757,0.806075,0.826843,0.867601,0.867601,0.855140,0.855140,0.849688,0.849688,0.857477,0.857477,0.879283,0.879283,0.865265,0.865265,0.876168,0.876168,0.873572,0.873572,0.898754,0.898754,0.886293,0.886293,0.892523,0.892523,0.892523,0.892523,0.894081,0.894081,0.900312,0.900312,0.901090,0.901090,0.898494,0.898494
Qwen__Qwen3-4B-Base,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.750000,0.772586,0.733645,0.762461,0.728193,0.755452,0.737279,0.763499,0.779595,0.802960,0.782710,0.803738,0.784268,0.804517,0.782191,0.803738,0.851246,0.869938,0.845794,0.862928,0.859034,0.882399,0.852025,0.871755,0.873053,0.887850,0.878505,0.897196,0.881620,0.901090,0.877726,0.895379,0.856698,0.856698,0.858255,0.858255,0.850467,0.850467,0.855140,0.855140,0.873832,0.873832,0.865265,0.865265,0.874611,0.874611,0.871236,0.871236,0.901090,0.901090,0.901869,0.901869,0.897196,0.897196,0.900052,0.900052,0.911994,0.911994,0.911215,0.911215,0.911994,0.911994,0.911734,0.911734
Qwen__Qwen3-8B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.623053,0.649533,0.609813,0.642523,0.609034,0.630841,0.613967,0.640966,0.679128,0.709502,0.677570,0.697819,0.692368,0.711059,0.683022,0.706127,0.793614,0.814642,0.795171,0.817757,0.793614,0.815421,0.794133,0.815940,0.841900,0.858255,0.827882,0.845794,0.845794,0.861371,0.838525,0.855140,0.847352,0.847352,0.824766,0.824766,0.819315,0.819315,0.830478,0.830478,0.864486,0.864486,0.855919,0.855919,0.860592,0.860592,0.860332,0.860332,0.894081,0.894081,0.885514,0.885514,0.897975,0.897975,0.892523,0.892523,0.923676,0.923676,0.919003,0.919003,0.915888,0.915888,0.919522,0.919522
Qwen__Qwen3-8B-Base,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.718847,0.741433,0.692368,0.720405,0.698598,0.721963,0.703271,0.727934,0.785047,0.812305,0.765576,0.788162,0.776480,0.790498,0.775701,0.796989,0.852025,0.873053,0.851246,0.872274,0.862150,0.880841,0.855140,0.875389,0.880062,0.904984,0.894081,0.907321,0.883956,0.901869,0.886033,0.904725,0.895639,0.895639,0.889408,0.889408,0.879283,0.879283,0.888110,0.888110,0.912773,0.912773,0.890966,0.890966,0.906542,0.906542,0.903427,0.903427,0.923676,0.923676,0.929907,0.929907,0.922118,0.922118,0.925234,0.925234,0.928349,0.928349,0.931464,0.931464,0.926791,0.926791,0.928868,0.928868
claude-haiku-4-5-20251001,0.938474,0.000000,0.943146,0.000000,0.937695,0.000000,0.939772,0.000000,0.950935,0.000000,0.951713,0.000000,0.958723,0.000000,0.953790,0.000000,0.961838,0.000000,0.964174,0.000000,0.958723,0.000000,0.961578,0.000000,0.968847,0.000000,0.962617,0.000000,0.965732,0.000000,0.965732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
claude-sonnet-4-5-20250929,0.988318,0.000000,0.984424,0.000000,0.984424,0.000000,0.985722,0.000000,0.985981,0.000000,0.981308,0.000000,0.985981,0.000000,0.984424,0.000000,0.976636,0.000000,0.978972,0.000000,0.973520,0.000000,0.976376,0.000000,0.965732,0.000000,0.966511,0.000000,0.977414,0.000000,0.969886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
kakaocorp__kanana-1.5-2.1b-base,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.638629,0.660436,0.614486,0.646417,0.613707,0.642523,0.622274,0.649792,0.700156,0.728193,0.685358,0.705607,0.700935,0.728972,0.695483,0.720924,0.774922,0.795171,0.788941,0.803738,0.789720,0.811526,0.784528,0.803479,0.827882,0.855919,0.830997,0.855140,0.825545,0.850467,0.828141,0.853842,0.438474,0.438474,0.446262,0.446262,0.434579,0.434579,0.439772,0.439772,0.468069,0.468069,0.466511,0.466511,0.476636,0.476636,0.470405,0.470405,0.472741,0.472741,0.450935,0.450935,0.464174,0.464174,0.462617,0.462617,0.503115,0.503115,0.493769,0.493769,0.487539,0.487539,0.494808,0.494808
kakaocorp__kanana-1.5-2.1b-instruct-2505,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.777259,0.788941,0.760903,0.778037,0.765576,0.781931,0.767913,0.782970,0.818536,0.829439,0.795950,0.807632,0.806854,0.824766,0.807113,0.820613,0.862928,0.882399,0.859813,0.872274,0.862928,0.876168,0.861890,0.876947,0.894860,0.906542,0.889408,0.900312,0.893302,0.903427,0.892523,0.903427,0.606698,0.606698,0.612928,0.612928,0.605140,0.605140,0.608255,0.608255,0.619159,0.619159,0.621495,0.621495,0.617601,0.617601,0.619418,0.619418,0.589564,0.589564,0.578660,0.578660,0.578660,0.578660,0.582295,0.582295,0.554517,0.554517,0.578660,0.578660,0.584891,0.584891,0.572690,0.572690
kakaocorp__kanana-1.5-8b-base,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.591900,0.617601,0.575545,0.591900,0.573209,0.591121,0.580218,0.600208,0.676791,0.707165,0.662773,0.690810,0.680685,0.711059,0.673416,0.703011,0.767913,0.788162,0.758567,0.788941,0.767913,0.787383,0.764798,0.788162,0.806075,0.830997,0.791277,0.824766,0.806075,0.826324,0.801142,0.827362,0.616822,0.616822,0.628505,0.628505,0.613707,0.613707,0.619678,0.619678,0.623832,0.623832,0.617601,0.617601,0.621495,0.621495,0.620976,0.620976,0.672897,0.672897,0.677570,0.677570,0.680685,0.680685,0.677051,0.677051,0.724299,0.724299,0.716511,0.716511,0.713396,0.713396,0.718069,0.718069
