file,data_id,idx,sentence,안 단형,안 장형,못 단형,못 장형,말다 부정,관형절,부사절,명사절,인용절,종속절,주절,확인형,note
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,418,점검한 지 3개월도 못 됐습니다.,[],[],['3개월도 못 됐습니다'],[],[],0,0,0,0,0,1,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,425,"불산 누출량, 사건 수습 시각, 방제복의 착용 등와 사고 보고 시간 등 어느 것 하나 명쾌하지 못한 문제로 대처하면서 혼란을 가중시켰습니다.",[],[],[],['명쾌하지 못한 문제'],[],1,0,0,0,0,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,429,불산 누출로 현장에 경보 알람이 울렸는데 삼성의 한 소방대는 어떤 경보음이 안 울렸는지 삼성전자는 알아야 합니다.,['경보음이 안 울렸는지'],[],[],[],[],0,0,1,0,0,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,431,누구보다도 불산이 왜 위험한지 잘 아는 그가 불산이 분출되고 있는데 왜 이렇게 복도 못 입고 급하게 마스크와 장갑만 챙기고 현장에 들어가서 수리를 마쳐야 했는지 삼성전자 경영진은 알아야 합니다.,[],[],['게 복도 못 입고 급'],[],[],0,1,0,0,0,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,436,그러나 이번 삼성전자 불산 누출 사고 당시 확인된 것처럼 정부의 컨트롤타워가 가동되지 않았습니다.,[],['가동되지 않았습니다'],[],[],[],0,0,0,0,0,1,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,438,그러다 보니 사고가 나면 또 다른 시스템으로 접근하고 해석하면서 소통이 안 되고 나중에는 책임 떠넘기기에 급급합니다.,['소통이 안 되고 나'],[],[],[],[],0,0,0,0,0,1,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,444,삼성전자 화성사업장은 98년 녹색기업으로 지정된 이후 계속 된 지도 감독을 받지 않은 상태로 15년의 세월이 흘렀습니다.,[],['독을 받지 않은 상태'],[],[],[],1,0,0,0,0,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,453,발언시간이 초과되면 30초의 시간을 재어 드린 후에는 마이크를 켜드리지 않으니 발언대 앞에 있는 타이머를 보시면서 시간 안배를 잘해 주시기 바랍니다.,[],['켜드리지 않으니 발'],[],[],[],0,0,0,0,1,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,478,그럼에도 불구하고 삼성전자 화성사업장에 대해서는 아무런 개선명령이 이루어지지 않고 오히려 불산 취급관리 대상 업소에서 퇴출을 하게 됐습니다.,[],['이루어지지 않고 오히'],[],[],[],0,0,0,0,0,1,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,482,○ <NAME> 의원:포함이 되지 않았다고요?,[],['함이 되지 않았다고요'],[],[],[],0,0,0,0,0,1,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,486,환경부는 한강환경유역청 지정 녹색기업으로 삼성전자가 지정이 되어서 정기점검은 면제되었습니다마는 불산 판매도 대상 업소에서 제외되지는 않았습니다.,[],['제외되지는 않았습니다'],[],[],[],0,0,0,0,0,1,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,492,"○ <NAME> :님 그러니까 특별점검, 수시 점검 대상에는 포함이 됩니다지만 정기점검 대상에는 포함되지 않는다는 말씀이시고 지난해에 정기점검을 했지만 2011년 이전에는 정기점검 대상에서 벗어나고 있었죠?",[],['포함되지 않는다는'],[],[],[],1,0,0,0,0,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,496,그런데 이것 역시 이행되지 못하고 있는데 그 이유가 무엇입니까?,[],[],[],['이행되지 못하고 있'],[],0,0,0,0,1,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,503,제가 궁금한 걸로는 PSM 자체는 운영을 하고 계셨지만 주민들한테 사전에 고지를 하지 않은 상태로 지금까지 유지가 되고 있습니다.,[],['지를 하지 않은 상태'],[],[],[],1,0,0,0,0,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,507,"그런데 이것 자체에 대해서 경기도도 검토를 하고 계신지, 파악을 하고 있다면 왜 이와 같은 조항을 활용하지 않았는지 답변해 주시기 바랍니다.
|",[],['활용하지 않았는지'],[],[],[],0,0,1,0,0,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,556,그럼에도 불구하고 경기도는 이 사고와 관련한 서면답변서에서 어떻게 답변했냐면 “ 삼성전자 직원이 초기 유선 보고 및 사고 내용이 명확하게 밝혀지지 않은 상태에서 알려주는 과정에 있다고 추정된다. ”,[],['밝혀지지 않은 상태'],[],[],[],1,0,0,0,0,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,563,○ <NAME> 의원:거짓말하지 않고 10ℓ로 보고를 받아서 최초 신고자는 10ℓ로 표기가 돼서 상급기관에 유관기관에 전파가 됐습니다.,[],['거짓말하지 않고 10'],[],[],[],0,0,0,0,0,1,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,572,○환경국장 <NAME> :그런데도 지금 별도로 수정 작업은 안 했고요.,['작업은 안 했고요.'],[],[],[],[],0,0,0,0,0,1,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,579,불산 누출량에 대해서도 현장 감독기관인 경기도에서 아직까지도 제대로 파악을 하지 않고 있습니다.,[],['악을 하지 않고 있습'],[],[],[],0,0,0,0,0,1,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,590,보니까 일단은 신고하게 하고 있는데 뭐 즉시 신고라든지 이런 식으로 돼 있지는 않습니다.,[],['돼 있지는 않습니다.'],[],[],[],0,0,0,0,0,1,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,598,삼성은 이미 2010년 9월 13일 불산 누출로 심각성 부상을 당하는 사고가 있는데도 불구하고 이를 신고하지 않고 은폐한 사례가 있습니다.,[],['신고하지 않고 은폐'],[],[],[],0,0,0,0,1,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,612,미처 발언하지 못한 분을 자료를 통해서 속기록에 기록을 해주시고요.,[],[],[],['발언하지 못한 분을'],[],1,0,0,0,0,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,626,이는 개발 수요가 많은 경기도에서 지속적인 지역개발을 이어나갈 수가 있겠는가 라는는 근원적인 의문이 들 수밖에 없는데 의무제하에서 목표 달성을 하지 못하을 경우 인허가를 비롯한 지역개발사업이 모두 금지되고 정부의 재정 지원이 중단되거나 삭감되는 등 강력한 행정제재가 있기 때문입니다.,[],[],[],['성을 하지 못하을 경'],[],1,0,0,0,0,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,628,지금까지 의무제 하에서는 개발물량 확보를 위하여 각 시군에서 직접 환경부와 협상해 왔으며 의무제에서는 개발물량과 직결되는 2020년까지의 기본계획 수립 주체가 경기도이므로 해당 시군에서 매우 불안해하고 있으며 수질 총량관리 제도가 무엇인지 잘 모르는 자치단체에서는 그 중대성에 대한 인식조차도 못 사고 있는 실정입니다.,[],[],['식조차도 못 사고 있'],[],[],1,0,0,0,0,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,633,환경부에서 상수도 정비기본계획 승인 시 공공 하수처리시설 설치비용의 절반 부분을 일일 오수 배출량 10t 이상 개발사업에 부과하는 원인자부담금으로 충당하라고 했지만 지금같이 건설경기 부진이 계속되고 일시에 개발사업이 전개되지 않는다면 전혀 현실성이 없으며 경기도나 가평처럼 각종 규제로 지역개발이 어렵고 재정이 열악한 시군에서는 거의 불가능하다고 합니다고 또한 오염·는 제도 도입 후 사후 이행평가를 위해서는 각 시군에서 모든 오수처리 시설의 모니터링을 하게 되어 있으나 이것의 재정적인 부분에서 쉽지 않은 문제입니다.,[],"['전개되지 않는다면', '에서 쉽지 않은 문제']",[],[],[],1,0,0,0,1,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,640,지사님께서도 제도 시행 전에 시군별 여건과 입장을 꼼꼼히 경청하시고 전문가의 의견을 수렴하는 등 꼼꼼히 살펴 환경에 맞게 친환경적인 지역개발과 깨끗한 강 수질로 잘 보전될 수 있도록 적극적인 관심을 기울여 주시고 관련 제도가 시행 후 해당 지자체의 지역 발전을 가로막는 강력한 족쇄가 되지 말도록 해주실 거을 간곡히 당부드립니다.,[],[],[],[],['쇄가 되지 말도록 해'],0,1,0,0,0,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,652,주민들이 각종 질병을 앓고 사망하여도 원인 분석조차 되지 못에 있는 실정으로 매일매일 매연 등과의 전쟁을 하고 있고 있어 인체 오염 물질 및 환경오염물질을 계속적으로 내보내면서 정상적인 영업을 하고 있습니다.,[],[],[],['조차 되지 못에 있는'],[],1,0,0,0,0,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,654,"현재 행정처분을 받으면서도 영업을 하고 있는 것은 대기 환경보전법과 수질 및 수생태계 보전에 관한 법률 등 환경 관리 법들이 잘못된 것으로 이해 반해 일반 업소들은 조금만 폐수 및 오염물질을 배출해도 영업정지, 폐쇄 조치를 하면서 1 ~ 2종인 취급업체인 대규모 업체에 대해서만은 제재를 주는 것은 형평성에 못 맞는 일로써 법 개정이 시급하다 할 것입니다.",[],[],['형평성에 못 맞는 일'],[],[],1,0,0,0,0,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,666,본 위원은 매뉴얼을 살펴본 결과 용어가 어렵고 눈에 쉽게 들어오지 못에 있습니다.,[],[],[],['들어오지 못에 있습'],[],0,0,0,0,0,1,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,668,끝까지 말씀을 주셔서 감사합니다.,[],[],[],[],[],0,0,0,0,0,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,680,"지방세법을 바꿀 때도 지방정부의 의견진술권을 보장하지 않고 지방세는에을 조정, 면제, 감면해 왔으며 과세입법권은 아예 인정조차 하지 않고 있는 게 현실입니다.",[],"['보장하지 않고 지방', '조차 하지 않고 있는']",[],[],[],1,0,0,0,0,1,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,682,과세입법권이 단 한 조항도 보장되지 않는데 어찌 자치단체가 필요한 예산을 전액 부담할 수가 있겠습니까?,[],['보장되지 않는데 어'],[],[],[],0,0,0,0,1,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,690,"그러나 해마다 경기도가 부담하는 대중교통 환승할인 보조금은 2,000억에 달하고 있는데 한두 푼도 지원되지 않고 있습니다.",[],['지원되지 않고 있습'],[],[],[],0,0,0,0,0,1,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,700,"외국인 인권 침해 조례, 안 된다고 했습니다.","['조례, 안 된다고']",[],[],[],[],0,0,0,1,0,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,701,"초등학교 급식 유전자조작식품 의무표시 조례, 안 한다고 했습니다.","['조례, 안 한다고']",[],[],[],[],0,0,0,1,0,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,702,"유치원은 정규직 전환 조례, 안 된다고 했습니다.","['조례, 안 된다고']",[],[],[],[],0,0,0,1,0,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,706,국회가 가지 않으면 다른 길은 만들어지지 않습니다.,[],"['회가 가지 않으면 다', '만들어지지 않습니다.']",[],[],[],0,0,0,0,1,1,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,710,우리를 위하는 것은 안 된다는 저한 생각뿐입니다.,['는 것은 안 된다는'],[],[],[],[],1,0,0,0,0,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,730,보다 시급한 사업에 국제여객부두 건설의 재정 투입이 인천보다 뒤로 밀리는 이유가 무엇인지 살펴보지 않을 수 없습니다.,[],['살펴보지 않을 수'],[],[],[],1,0,0,0,0,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,736,또한 평택항에는 많은 기업의 수요가 충분히 있기 때문에 2단계 개발을 조속히 진행을 하며 정부가 나서지 않으면 경기도에서라도 하는 것이 바람직하다고 판단됩니다.,[],['가 나서지 않으면 경'],[],[],[],0,0,0,0,1,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,742,그러나 교환을 위한 충분한 토지를 찾지 못해 현재까지 성사가 안 되고 있습니다.,['성사가 안 되고 있'],[],[],['지를 찾지 못해 현재'],[],0,0,0,0,1,1,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,764,그러면서도 경기도는 아직도 많은 특혜 사슬에 묶여 제대로 된 재산권이나 도시 활용 능력을 살리지 못하고 있습니다.,[],[],[],['을 살리지 못하고 있'],[],0,0,0,0,0,1,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,777,"보육원 급식비는 보건복지부 권고안인 3,500원의 절반에도 못 미쳤던 1,520원으로 책정되었습니다.",[],[],['절반에도 못 미쳤던'],[],[],1,0,0,0,0,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,783,경기도 역시 이와 다르지 않습니다.,[],['와 다르지 않습니다.'],[],[],[],0,0,0,0,0,1,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,796,더불어 2013년 경기도 교육청은 처우개선안으로 2.8%임금 인상안 외에 어떠한 것도 내놓지 못에 있습니다.,[],[],[],['도 내놓지 못에 있습'],[],0,0,0,0,0,1,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,799,무엇보다 6개월째로 이어지고 있는 노동조합과의 단체교섭이 지지부진한 상태이며 1월 25일 부교육감 면담 시 관련한 내용마저 공표되지 않고 있습니다.,[],['공표되지 않고 있습'],[],[],[],0,0,0,0,0,1,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,805,교육청과 더불어 경기도청 역시 지난해에 최소한의 정부 지침마저 지키지 않고 있습니다.,[],['저 지키지 않고 있습'],[],[],[],0,0,0,0,0,1,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,843,는데 참고로 국어 대사전 <NAME> 편에 보면 여행은 “ 볼일이나 출장 목적으로 다른 고장이나 외국에 나가는 것으로 영어는 말하지 않겠습니다.,[],['는 말하지 않겠습니다'],[],[],[],0,0,0,0,0,1,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,848,똑바로 서지 못하니까 내용인들 읽을 것도 없고 뻔하지 않습니까.,[],[],[],['바로 서지 못하니까'],[],0,0,0,0,1,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,870,옳으면 죽어도 해야 하고 죽지 않으면 칼을 맞아도 안 해야 합니다.,['맞아도 안 해야 합'],['하고 죽지 않으면 칼'],[],[],[],0,0,0,0,1,1,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,872,"나 혼자만이 백로인 척하지 않았으면 …는
제가 8장의 원고를 작성했는데 모니터에 올려지지도 않고 또 반대토론인데 인원 관계상, 인원수 관계상 5분만 하라고 그래서 요약을 … …
했습니다.",[],"['인 척하지 않았으면', '올려지지도 않고 또']",[],[],[],0,0,0,0,1,1,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,887,무엇보다 이번 국외여행 조례를 제정 투명하고 객관적인 심사 제도를 정착시킴으로써 의원들의 해외여행도 등 국외여행에 대해 좋지 않은 시각으로 바라보는 일반 여론을 긍정적인 관점으로 돌릴 수가 있다고 생각합니다.,[],['대해 좋지 않은 시각'],[],[],[],1,0,0,0,0,0,0,
spoken_data_36553.json,c7db5e20-1333-43dc-846c-5b5335eca0d3,893,경기도의회가 만일 이 조례를 제정하지 않으면 다른 시도를 뒤따라가는 것이 될 가능성이 농후합니다.,[],['제정하지 않으면 다'],[],[],[],0,0,0,0,1,0,0,
spoken_data_5420.json,8cd9eacd-6765-4a4c-afec-950155905cf0,3,"예, 기본적으로 이제 더 세계적으로는 3,750, 4,000 이렇게 보통 짓고 있는데 공간이 안 나기 때문에 3,500을 만들 수 있는 방법을 고민하다 보니까 저희 나름대로 방안을 찾는 방법이 되겠습니다.",['공간이 안 나기 때'],[],[],[],[],0,0,1,0,0,0,0,-하기 때문에 -> 명사절 처리
spoken_data_5420.json,8cd9eacd-6765-4a4c-afec-950155905cf0,6,지금 국토부에서는 사실상 여기를 대형 항공기가 뜰 수 있는 관문공항급 되는 공항으로 하고자 하면서도 활주로의 길이뿐만 아니고 유도로 폭도 역시 기준이 안 맞잖아요?,['기준이 안 맞잖아요'],[],[],[],[],0,0,0,0,0,1,0,
spoken_data_5420.json,8cd9eacd-6765-4a4c-afec-950155905cf0,17,실행되지도 않고 실증적이지도 않는 유도 폭을 김해 신공항에만 유독 적용해 보려고 하는 이 무모함이 우려스럽게 생각합니다.,[],"['실행되지도 않고 실증', '실증적이지도 않는 유도']",[],[],[],2,0,0,0,0,0,0,
spoken_data_5420.json,8cd9eacd-6765-4a4c-afec-950155905cf0,23,"그런 걸로 보이고, 그렇게 해서 과연 관문공항이 또 백년대계를 바라볼 공항이 될 수 있다는 게 참, 이게 안 된다고 보이잖아요, 그렇죠?","[', 이게 안 된다고']",[],[],[],[],0,0,0,1,0,0,0,
spoken_data_5420.json,8cd9eacd-6765-4a4c-afec-950155905cf0,32,"그러니까 승학산 쪽에서, 바다 쪽에서 착륙하거나 바다 쪽으로 못 뜨죠?",[],[],['쪽으로 못 뜨죠?'],[],[],0,0,0,0,0,1,0,
spoken_data_5420.json,8cd9eacd-6765-4a4c-afec-950155905cf0,40,그러니까 F 급을 안 하겠다는 이야기입니다.,['F 급을 안 하겠다는'],[],[],[],[],1,0,0,0,0,0,0,
spoken_data_5420.json,8cd9eacd-6765-4a4c-afec-950155905cf0,41,"그러니까 유럽이나 미국으로 바로 워싱턴까지 갈 수 있는 비행기는 안 뜨겠다는 거잖아요, 그렇죠?",['비행기는 안 뜨겠다는'],[],[],[],[],1,0,0,0,0,0,0,
spoken_data_5420.json,8cd9eacd-6765-4a4c-afec-950155905cf0,45,"한쪽에는 3,500m 뜨고 내리는데 이쪽으로 이제 북풍이 안 불 때는 3,200m에서 뜨고 내리겠다는 그게 말이 되는 소리입니까, 그게?",['북풍이 안 불 때는'],[],[],[],[],1,0,0,0,0,0,0,
spoken_data_5420.json,8cd9eacd-6765-4a4c-afec-950155905cf0,46,"예, 전용…
본 위원이 보기에는 그거는 전혀 생각, 말이 안 되는 소리라고 생각하는데.","[', 말이 안 되는 소']",[],[],[],[],1,0,0,0,0,0,0,
spoken_data_5420.json,8cd9eacd-6765-4a4c-afec-950155905cf0,47,"F 급이 만약에 그게 3,500이 되면 V 활주로를 전용으로 쓰고 이제 F 급의 항공기는 실제적으로 그렇게 많이 여객기가 많이 오지 않을 거기 때문에 그거는 이제 융통성을 발휘하면 가능, 가능한…
방향성이 맞을 때만 우연히 한 번 쓸 수 있는 거잖아요, 그렇죠?",[],['많이 오지 않을 거기'],[],[],[],1,0,0,0,0,0,0,
spoken_data_5420.json,8cd9eacd-6765-4a4c-afec-950155905cf0,49,"그러니까 현실적으로 어려울 것이라는 생각이 들고 F 급의 항공기가 뜨고 내리지 못할 바에는 관문 항공이 아니잖아요, 그렇죠?",[],[],[],['고 내리지 못할 바에'],[],1,0,0,0,0,0,0,
spoken_data_5420.json,8cd9eacd-6765-4a4c-afec-950155905cf0,50,"거점공항밖에 안 되는 것이고 어차피 뭐 하와이 정도 좀 여행 갈 수 있는 정도의 공항밖에는 아니잖아요, 그렇죠?",['공항밖에 안 되는 것'],[],[],[],[],1,0,0,0,0,0,0,
spoken_data_5420.json,8cd9eacd-6765-4a4c-afec-950155905cf0,52,"그런 면에서 이것은 사실상 어떻게 보면 뭐 그 정도 할 거 같으면 사실은 안 만들어도 되잖아, V자, 그렇죠?",['사실은 안 만들어도'],[],[],[],[],0,1,0,0,0,0,0,
spoken_data_5420.json,8cd9eacd-6765-4a4c-afec-950155905cf0,54,"아, 지금은 슬롯이 부족해서 가고 싶어도 못 갑니다.",[],[],['싶어도 못 갑니다.'],[],[],0,0,0,0,0,1,0,
spoken_data_5420.json,8cd9eacd-6765-4a4c-afec-950155905cf0,58,"화물항공기가 전혀 뜨지 못하는, 취항이 안 돼 있죠, 김해공항에는?",['취항이 안 돼 있죠'],[],[],"['전혀 뜨지 못하는,']",[],1,0,0,0,0,1,0,
spoken_data_5420.json,8cd9eacd-6765-4a4c-afec-950155905cf0,59,"제가 보기에는, 듣기로는 화물항공기는 전혀 들어오지 않는 걸로 저는 알고 있습니다.",[],['들어오지 않는 걸로'],[],[],[],1,0,0,0,0,0,0,
