,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_cloze,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol,ko_nubench_symbol
Qwen__Qwen3-1.7B,0.586449,0.619938,0.589564,0.620717,0.584112,0.609813,0.586708,0.616822,0.639408,0.669782,0.000000,0.000000,0.656542,0.679907,0.431983,0.449896,0.000000,0.000000,0.741433,0.767913,0.000000,0.000000,0.247144,0.255971,0.800623,0.821651,0.000000,0.000000,0.798287,0.820872,0.532970,0.547508,0.585670,0.585670,0.573209,0.573209,0.579439,0.579439,0.579439,0.579439,0.564642,0.564642,0.000000,0.000000,0.581776,0.581776,0.382139,0.382139,0.000000,0.000000,0.498442,0.498442,0.000000,0.000000,0.166147,0.166147,0.464174,0.464174,0.000000,0.000000,0.482087,0.482087,0.315421,0.315421
Qwen__Qwen3-1.7B-Base,0.723520,0.761682,0.707944,0.742991,0.713396,0.751558,0.714953,0.752077,0.757009,0.789720,0.757788,0.792835,0.771807,0.791277,0.762201,0.791277,0.000000,0.000000,0.829439,0.852804,0.841900,0.867601,0.557113,0.573468,0.000000,0.000000,0.857477,0.879283,0.862928,0.878505,0.573468,0.585929,0.351246,0.351246,0.355919,0.355919,0.360592,0.360592,0.355919,0.355919,0.267134,0.267134,0.289720,0.289720,0.298287,0.298287,0.285047,0.285047,0.000000,0.000000,0.242212,0.242212,0.257788,0.257788,0.166667,0.166667,0.000000,0.000000,0.293614,0.293614,0.302181,0.302181,0.198598,0.198598
Qwen__Qwen3-14B,0.616822,0.635514,0.601246,0.622274,0.000000,0.000000,0.406023,0.419263,0.668224,0.685358,0.000000,0.000000,0.000000,0.000000,0.222741,0.228453,0.774922,0.798287,0.000000,0.000000,0.000000,0.000000,0.258307,0.266096,0.000000,0.000000,0.000000,0.000000,0.823209,0.843458,0.274403,0.281153,0.904984,0.904984,0.893302,0.893302,0.000000,0.000000,0.599429,0.599429,0.896417,0.896417,0.000000,0.000000,0.000000,0.000000,0.298806,0.298806,0.902648,0.902648,0.000000,0.000000,0.000000,0.000000,0.300883,0.300883,0.000000,0.000000,0.000000,0.000000,0.925234,0.925234,0.308411,0.308411
Qwen__Qwen3-14B-Base,0.696262,0.724299,0.696262,0.718847,0.693146,0.722741,0.695223,0.721963,0.000000,0.000000,0.752336,0.767134,0.773364,0.791277,0.508567,0.519470,0.831776,0.845794,0.822430,0.845016,0.845016,0.863707,0.833074,0.851506,0.876168,0.891745,0.873053,0.890966,0.876947,0.890187,0.875389,0.890966,0.900312,0.900312,0.885514,0.885514,0.898754,0.898754,0.894860,0.894860,0.000000,0.000000,0.885514,0.885514,0.901090,0.901090,0.595535,0.595535,0.909657,0.909657,0.922897,0.922897,0.904984,0.904984,0.912513,0.912513,0.930685,0.930685,0.921340,0.921340,0.918224,0.918224,0.923416,0.923416
Qwen__Qwen3-4B,0.598910,0.616822,0.588785,0.612928,0.577103,0.602804,0.588266,0.610852,0.646417,0.680685,0.000000,0.000000,0.647975,0.670561,0.431464,0.450415,0.745327,0.766355,0.747664,0.778816,0.742991,0.768692,0.745327,0.771288,0.000000,0.000000,0.802181,0.825545,0.802181,0.816978,0.534787,0.547508,0.831776,0.831776,0.830218,0.830218,0.813863,0.813863,0.825286,0.825286,0.834112,0.834112,0.000000,0.000000,0.847352,0.847352,0.560488,0.560488,0.849688,0.849688,0.841900,0.841900,0.852804,0.852804,0.848131,0.848131,0.000000,0.000000,0.848131,0.848131,0.853583,0.853583,0.567238,0.567238
Qwen__Qwen3-4B-Base,0.000000,0.000000,0.726636,0.746885,0.708723,0.732866,0.478453,0.493250,0.753115,0.778816,0.761682,0.786604,0.000000,0.000000,0.504933,0.521807,0.837227,0.854361,0.830997,0.843458,0.837227,0.858255,0.835151,0.852025,0.859813,0.880062,0.866822,0.880841,0.875389,0.891745,0.867342,0.884216,0.000000,0.000000,0.816978,0.816978,0.795950,0.795950,0.537643,0.537643,0.829439,0.829439,0.829439,0.829439,0.000000,0.000000,0.552960,0.552960,0.857477,0.857477,0.853583,0.853583,0.859813,0.859813,0.856957,0.856957,0.871495,0.871495,0.855140,0.855140,0.867601,0.867601,0.864746,0.864746
Qwen__Qwen3-8B,0.000000,0.000000,0.591900,0.617601,0.000000,0.000000,0.197300,0.205867,0.658100,0.683022,0.658100,0.678349,0.669782,0.683801,0.661994,0.681724,0.781153,0.803738,0.774143,0.802181,0.778816,0.803738,0.778037,0.803219,0.000000,0.000000,0.814642,0.826324,0.823988,0.842679,0.546210,0.556334,0.000000,0.000000,0.816978,0.816978,0.000000,0.000000,0.272326,0.272326,0.826324,0.826324,0.820093,0.820093,0.819315,0.819315,0.821911,0.821911,0.873053,0.873053,0.859813,0.859813,0.866822,0.866822,0.866563,0.866563,0.000000,0.000000,0.886293,0.886293,0.902648,0.902648,0.596314,0.596314
Qwen__Qwen3-8B-Base,0.701713,0.726636,0.679907,0.700156,0.000000,0.000000,0.460540,0.475597,0.778037,0.795950,0.743769,0.771028,0.757009,0.777259,0.759605,0.781412,0.838006,0.855919,0.845016,0.864486,0.847352,0.869159,0.843458,0.863188,0.882399,0.901090,0.887072,0.899533,0.883178,0.902648,0.884216,0.901090,0.869159,0.869159,0.871495,0.871495,0.000000,0.000000,0.580218,0.580218,0.902648,0.902648,0.883956,0.883956,0.908879,0.908879,0.898494,0.898494,0.908879,0.908879,0.919003,0.919003,0.911994,0.911994,0.913292,0.913292,0.908100,0.908100,0.911215,0.911215,0.913551,0.913551,0.910955,0.910955
kakaocorp__kanana-1.5-2.1b-base,0.634735,0.654206,0.000000,0.000000,0.000000,0.000000,0.211578,0.218069,0.000000,0.000000,0.669782,0.706386,0.692368,0.722741,0.454050,0.476376,0.764798,0.794393,0.772586,0.795171,0.771028,0.799065,0.769470,0.796210,0.805296,0.828660,0.809190,0.828660,0.804517,0.827882,0.806334,0.828401,0.183022,0.183022,0.000000,0.000000,0.000000,0.000000,0.061007,0.061007,0.000000,0.000000,0.121495,0.121495,0.128505,0.128505,0.083333,0.083333,0.119938,0.119938,0.112150,0.112150,0.115265,0.115265,0.115784,0.115784,0.161215,0.161215,0.185358,0.185358,0.179128,0.179128,0.175234,0.175234
kakaocorp__kanana-1.5-2.1b-instruct-2505,0.754673,0.771807,0.742212,0.758567,0.734424,0.760903,0.743769,0.763759,0.767913,0.793614,0.000000,0.000000,0.773364,0.795950,0.513759,0.529855,0.830218,0.853583,0.834112,0.852804,0.842679,0.869159,0.835670,0.858515,0.866822,0.886293,0.867601,0.880841,0.000000,0.000000,0.578141,0.589045,0.340343,0.340343,0.359034,0.359034,0.360592,0.360592,0.353323,0.353323,0.253115,0.253115,0.000000,0.000000,0.268692,0.268692,0.173936,0.173936,0.093458,0.093458,0.086449,0.086449,0.099688,0.099688,0.093198,0.093198,0.027259,0.027259,0.028816,0.028816,0.000000,0.000000,0.018692,0.018692
kakaocorp__kanana-1.5-8b-base,0.000000,0.000000,0.000000,0.000000,0.580997,0.602025,0.193666,0.200675,0.668224,0.692368,0.656542,0.687695,0.668224,0.704829,0.664330,0.694964,0.000000,0.000000,0.737539,0.772586,0.742991,0.762461,0.493510,0.511682,0.781153,0.802960,0.000000,0.000000,0.780374,0.802960,0.520509,0.535306,0.000000,0.000000,0.000000,0.000000,0.089564,0.089564,0.029855,0.029855,0.113707,0.113707,0.110592,0.110592,0.129283,0.129283,0.117861,0.117861,0.000000,0.000000,0.239097,0.239097,0.265576,0.265576,0.168224,0.168224,0.413551,0.413551,0.000000,0.000000,0.411994,0.411994,0.275182,0.275182
meta-llama__Llama-3.1-8B,0.000000,0.000000,0.529595,0.553738,0.534268,0.553738,0.354621,0.369159,0.613707,0.638629,0.000000,0.000000,0.621495,0.645639,0.411734,0.428089,0.726636,0.746885,0.723520,0.753115,0.735981,0.764019,0.728712,0.754673,0.782710,0.803738,0.778037,0.809190,0.788162,0.813863,0.782970,0.808930,0.000000,0.000000,0.643302,0.643302,0.640187,0.640187,0.427830,0.427830,0.743769,0.743769,0.000000,0.000000,0.750779,0.750779,0.498183,0.498183,0.785826,0.785826,0.788162,0.788162,0.798287,0.798287,0.790758,0.790758,0.827882,0.827882,0.813084,0.813084,0.820093,0.820093,0.820353,0.820353
meta-llama__Llama-3.1-8B-Instruct,0.504673,0.534268,0.000000,0.000000,0.000000,0.000000,0.168224,0.178089,0.543614,0.580218,0.543614,0.573988,0.556854,0.586449,0.548027,0.580218,0.672897,0.710280,0.674455,0.701713,0.677570,0.710280,0.674974,0.707425,0.754673,0.781931,0.762461,0.796729,0.764798,0.786604,0.760644,0.788422,0.696262,0.696262,0.000000,0.000000,0.000000,0.000000,0.232087,0.232087,0.742991,0.742991,0.733645,0.733645,0.732087,0.732087,0.736241,0.736241,0.778816,0.778816,0.781153,0.781153,0.792056,0.792056,0.784008,0.784008,0.800623,0.800623,0.802960,0.802960,0.787383,0.787383,0.796989,0.796989
meta-llama__Llama-3.2-1B,0.000000,0.000000,0.409657,0.432243,0.407321,0.425234,0.272326,0.285826,0.440810,0.457944,0.461059,0.481308,0.457944,0.480530,0.453271,0.473261,0.529595,0.568536,0.000000,0.000000,0.540498,0.571651,0.356698,0.380062,0.632399,0.658100,0.619159,0.649533,0.000000,0.000000,0.417186,0.435877,0.000000,0.000000,0.220405,0.220405,0.224299,0.224299,0.148235,0.148235,0.250000,0.250000,0.235981,0.235981,0.242991,0.242991,0.242991,0.242991,0.246106,0.246106,0.000000,0.000000,0.231308,0.231308,0.159138,0.159138,0.238318,0.238318,0.229751,0.229751,0.000000,0.000000,0.156023,0.156023
meta-llama__Llama-3.2-1B-Instruct,0.415109,0.436137,0.408879,0.425234,0.000000,0.000000,0.274663,0.287124,0.445483,0.464953,0.455607,0.476636,0.000000,0.000000,0.300363,0.313863,0.524143,0.552960,0.520249,0.551402,0.528816,0.553738,0.524403,0.552700,0.598131,0.620717,0.603583,0.626947,0.000000,0.000000,0.400571,0.415888,0.167445,0.167445,0.186137,0.186137,0.000000,0.000000,0.117861,0.117861,0.147975,0.147975,0.154984,0.154984,0.000000,0.000000,0.100987,0.100987,0.106698,0.106698,0.127726,0.127726,0.118380,0.118380,0.117601,0.117601,0.104361,0.104361,0.113707,0.113707,0.000000,0.000000,0.072690,0.072690
meta-llama__Llama-3.2-3B,0.566199,0.596573,0.000000,0.000000,0.531153,0.554517,0.365784,0.383697,0.589564,0.615265,0.000000,0.000000,0.587227,0.618380,0.392264,0.411215,0.000000,0.000000,0.672118,0.701713,0.675234,0.708723,0.449117,0.470145,0.000000,0.000000,0.732866,0.760125,0.737539,0.764798,0.490135,0.508307,0.392523,0.392523,0.000000,0.000000,0.403427,0.403427,0.265317,0.265317,0.447040,0.447040,0.000000,0.000000,0.466511,0.466511,0.304517,0.304517,0.000000,0.000000,0.491433,0.491433,0.472741,0.472741,0.321391,0.321391,0.000000,0.000000,0.526480,0.526480,0.520249,0.520249,0.348910,0.348910
meta-llama__Llama-3.2-3B-Instruct,0.000000,0.000000,0.475857,0.509346,0.000000,0.000000,0.158619,0.169782,0.000000,0.000000,0.507009,0.534268,0.507788,0.528816,0.338266,0.354361,0.606698,0.628505,0.600467,0.621495,0.609813,0.636293,0.605659,0.628764,,,,,,,,,0.000000,0.000000,0.480530,0.480530,0.000000,0.000000,0.160177,0.160177,0.000000,0.000000,0.482866,0.482866,0.493769,0.493769,0.325545,0.325545,0.436137,0.436137,0.437695,0.437695,0.419782,0.419782,0.431205,0.431205,,,,,,,,
mistralai__Mistral-Nemo-Base-2407,0.704829,0.722741,0.688474,0.708723,0.671340,0.702492,0.688214,0.711319,0.778037,0.800623,0.771028,0.799065,0.000000,0.000000,0.516355,0.533229,0.852025,0.880062,0.000000,0.000000,0.861371,0.883178,0.571132,0.587747,0.890966,0.907321,0.889408,0.909657,0.894860,0.912773,0.891745,0.909917,0.627726,0.627726,0.644860,0.644860,0.639408,0.639408,0.637331,0.637331,0.714953,0.714953,0.702492,0.702492,0.000000,0.000000,0.472482,0.472482,0.718069,0.718069,0.000000,0.000000,0.717290,0.717290,0.478453,0.478453,0.719626,0.719626,0.702492,0.702492,0.719626,0.719626,0.713915,0.713915
mistralai__Mistral-Nemo-Instruct-2407,0.708723,0.736760,0.000000,0.000000,0.000000,0.000000,0.236241,0.245587,0.760903,0.785047,0.764019,0.780374,0.765576,0.787383,0.763499,0.784268,0.849688,0.862928,0.841900,0.862150,0.838785,0.856698,0.843458,0.860592,0.882399,0.895639,0.883956,0.899533,0.882399,0.894860,0.882918,0.896677,0.645639,0.645639,0.000000,0.000000,0.000000,0.000000,0.215213,0.215213,0.726636,0.726636,0.742991,0.742991,0.736760,0.736760,0.735462,0.735462,0.777259,0.777259,0.790498,0.790498,0.772586,0.772586,0.780114,0.780114,0.792835,0.792835,0.772586,0.772586,0.776480,0.776480,0.780633,0.780633
mistralai__Mistral-Small-24B-Base-2501,0.701713,0.735981,0.683022,0.707165,0.679907,0.712617,0.688214,0.718588,0.777259,0.805296,0.757788,0.791277,0.774922,0.802960,0.769990,0.799844,0.000000,0.000000,0.847352,0.865265,0.847352,0.869159,0.564901,0.578141,0.878505,0.894860,0.000000,0.000000,0.890187,0.906542,0.589564,0.600467,0.760903,0.760903,0.757009,0.757009,0.776480,0.776480,0.764798,0.764798,0.852025,0.852025,0.829439,0.829439,0.847352,0.847352,0.842939,0.842939,0.000000,0.000000,0.926791,0.926791,0.911994,0.911994,0.612928,0.612928,0.931464,0.931464,0.000000,0.000000,0.939252,0.939252,0.623572,0.623572
mistralai__Mistral-Small-24B-Instruct-2501,0.690810,0.725078,0.671340,0.700935,0.673676,0.693146,0.678609,0.706386,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.869159,0.894081,0.289720,0.298027,0.892523,0.911215,0.888629,0.911994,0.899533,0.915109,0.893562,0.912773,0.846573,0.846573,0.820872,0.820872,0.841121,0.841121,0.836189,0.836189,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.938474,0.938474,0.312825,0.312825,0.951713,0.951713,0.951713,0.951713,0.954829,0.954829,0.952752,0.952752
naver-hyperclovax__HyperCLOVAX-SEED-Text-Instruct-0.5B,0.000000,0.000000,0.447040,0.471963,0.437695,0.454829,0.294912,0.308930,0.000000,0.000000,0.000000,0.000000,0.475078,0.505452,0.158359,0.168484,0.551402,0.576324,0.531153,0.564642,0.552181,0.580218,0.544912,0.573728,0.512461,0.538162,0.496885,0.522586,0.517913,0.548287,0.509086,0.536345,0.000000,0.000000,0.317757,0.317757,0.320093,0.320093,0.212617,0.212617,0.000000,0.000000,0.000000,0.000000,0.301402,0.301402,0.100467,0.100467,0.223520,0.223520,0.255452,0.255452,0.226636,0.226636,0.235202,0.235202,0.157321,0.157321,0.175234,0.175234,0.174455,0.174455,0.169003,0.169003
naver-hyperclovax__HyperCLOVAX-SEED-Text-Instruct-1.5B,0.539720,0.562305,0.513240,0.535047,0.000000,0.000000,0.350987,0.365784,0.578660,0.598910,0.569315,0.592679,0.558411,0.584112,0.568795,0.591900,0.654206,0.681464,0.000000,0.000000,0.000000,0.000000,0.218069,0.227155,0.702492,0.722741,0.704050,0.727414,0.692368,0.719626,0.699637,0.723261,0.385514,0.385514,0.395639,0.395639,0.000000,0.000000,0.260384,0.260384,0.362928,0.362928,0.365265,0.365265,0.355140,0.355140,0.361111,0.361111,0.268692,0.268692,0.000000,0.000000,0.000000,0.000000,0.089564,0.089564,0.206386,0.206386,0.210280,0.210280,0.206386,0.206386,0.207684,0.207684
naver-hyperclovax__HyperCLOVAX-SEED-Think-14B,0.000000,0.000000,0.645639,0.666667,0.635514,0.655763,0.427051,0.440810,,,,,,,,,0.000000,0.000000,0.782710,0.799844,0.781931,0.802181,0.521547,0.534008,,,,,,,,,0.000000,0.000000,0.790498,0.790498,0.806075,0.806075,0.532191,0.532191,,,,,,,,,0.000000,0.000000,0.795950,0.795950,0.800623,0.800623,0.532191,0.532191,,,,,,,,
skt__A.X-4.0-Light,0.729751,0.744548,0.716511,0.736760,0.000000,0.000000,0.482087,0.493769,0.000000,0.000000,0.761682,0.777259,0.771807,0.786604,0.511163,0.521288,0.841121,0.851246,0.827882,0.842679,0.831776,0.844237,0.833593,0.846054,0.858255,0.869159,0.852025,0.865265,0.847352,0.861371,0.852544,0.865265,0.840343,0.840343,0.829439,0.829439,0.000000,0.000000,0.556594,0.556594,0.000000,0.000000,0.852025,0.852025,0.838006,0.838006,0.563344,0.563344,0.869159,0.869159,0.870717,0.870717,0.855140,0.855140,0.865005,0.865005,0.910436,0.910436,0.901090,0.901090,0.897975,0.897975,0.903167,0.903167
skt__ko-gpt-trinity-1.2B-v0.5,0.000000,0.000000,0.315421,0.330218,0.309969,0.327103,0.208463,0.219107,0.000000,0.000000,0.320093,0.341121,0.313863,0.335670,0.211319,0.225597,0.316199,0.343458,0.000000,0.000000,0.000000,0.000000,0.105400,0.114486,0.323209,0.341121,0.323988,0.344237,0.317757,0.342679,0.321651,0.342679,0.000000,0.000000,0.269470,0.269470,0.270249,0.270249,0.179907,0.179907,0.000000,0.000000,0.264798,0.264798,0.278816,0.278816,0.181205,0.181205,0.285047,0.285047,0.000000,0.000000,0.000000,0.000000,0.095016,0.095016,0.270249,0.270249,0.294393,0.294393,0.285047,0.285047,0.283229,0.283229
upstage__SOLAR-10.7B-Instruct-v1.0,0.711059,0.722741,0.000000,0.000000,0.690031,0.707944,0.467030,0.476895,0.767134,0.786604,0.753894,0.768692,0.772586,0.791277,0.764538,0.782191,0.814642,0.826324,0.824766,0.834891,0.824766,0.838006,0.821391,0.833074,0.000000,0.000000,0.858255,0.859813,0.853583,0.864486,0.570613,0.574766,0.615265,0.615265,0.000000,0.000000,0.609813,0.609813,0.408359,0.408359,0.642523,0.642523,0.638629,0.638629,0.645639,0.645639,0.642264,0.642264,0.699377,0.699377,0.710280,0.710280,0.694704,0.694704,0.701454,0.701454,0.000000,0.000000,0.580218,0.580218,0.591900,0.591900,0.390706,0.390706
upstage__SOLAR-10.7B-v1.0,0.577882,0.591900,0.553738,0.571651,0.549065,0.573988,0.560228,0.579180,0.633956,0.649533,0.631620,0.651869,0.648754,0.669003,0.638110,0.656802,0.743769,0.757788,0.728972,0.742991,0.000000,0.000000,0.490914,0.500260,0.784268,0.798287,0.787383,0.807632,0.801402,0.816978,0.791018,0.807632,0.584891,0.584891,0.611371,0.611371,0.578660,0.578660,0.591641,0.591641,0.632399,0.632399,0.632399,0.632399,0.642523,0.642523,0.635774,0.635774,0.670561,0.670561,0.664330,0.664330,0.000000,0.000000,0.444964,0.444964,0.534268,0.534268,0.496106,0.496106,0.518692,0.518692,0.516355,0.516355
