LGAI-EXAONE__EXAONE-Deep-32B,1shot,976,254,23,31,963,265,27,29,967,253,25,39
LGAI-EXAONE__EXAONE-Deep-32B,2shot,984,258,21,21,990,254,18,22,974,269,20,21
LGAI-EXAONE__EXAONE-Deep-32B,5shot,1031,227,14,12,1051,217,9,7,1039,222,11,12
LGAI-EXAONE__EXAONE-Deep-32B,10shot,1070,195,12,7,1080,188,11,5,1091,179,7,7
LGAI-EXAONE__EXAONE-Deep-7.8B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
LGAI-EXAONE__EXAONE-Deep-7.8B,1shot,742,304,70,168,728,299,65,192,735,316,66,167
LGAI-EXAONE__EXAONE-Deep-7.8B,2shot,875,303,36,70,872,298,36,78,878,299,36,71
LGAI-EXAONE__EXAONE-Deep-7.8B,5shot,984,265,16,19,964,276,23,21,953,287,23,21
LGAI-EXAONE__EXAONE-Deep-7.8B,10shot,991,260,17,16,998,262,13,11,987,265,18,14
Qwen__Qwen3-0.6B-Base,0shot,0,0,0,0,0,0,0,0,0,0,0,0
Qwen__Qwen3-0.6B-Base,1shot,630,313,90,251,627,327,89,241,652,308,91,233
Qwen__Qwen3-0.6B-Base,2shot,674,300,83,227,680,292,86,226,684,305,72,223
Qwen__Qwen3-0.6B-Base,5shot,710,261,81,232,678,280,84,242,683,277,84,240
Qwen__Qwen3-0.6B-Base,10shot,755,244,65,220,739,261,65,219,754,262,68,200
Qwen__Qwen3-1.7B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
Qwen__Qwen3-1.7B,1shot,1016,173,25,70,1004,191,28,61,1007,192,25,60
Qwen__Qwen3-1.7B,2shot,1049,182,17,36,1063,168,19,34,1072,167,14,31
Qwen__Qwen3-1.7B,5shot,1096,157,18,13,1106,148,15,15,1116,142,14,12
Qwen__Qwen3-1.7B,10shot,1076,173,24,11,1078,174,22,10,1099,157,18,10
Qwen__Qwen3-1.7B-Base,0shot,0,0,0,0,0,0,0,0,0,0,0,0
Qwen__Qwen3-1.7B-Base,1shot,940,179,41,124,937,200,37,110,925,187,45,127
Qwen__Qwen3-1.7B-Base,2shot,1030,166,23,65,1031,170,16,67,1005,184,20,75
Qwen__Qwen3-1.7B-Base,5shot,1054,146,19,65,1042,154,22,66,1057,144,21,62
Qwen__Qwen3-1.7B-Base,10shot,1082,130,21,51,1074,134,21,55,1079,136,17,52
Qwen__Qwen3-14B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
Qwen__Qwen3-14B,1shot,1185,86,6,7,1187,84,9,4,1190,85,7,2
Qwen__Qwen3-14B,2shot,1185,91,5,3,1179,90,11,4,1196,78,8,2
Qwen__Qwen3-14B,5shot,1187,89,6,2,1199,75,7,3,1195,81,8,0
Qwen__Qwen3-14B,10shot,1204,71,8,1,1208,68,7,1,1204,72,7,1
Qwen__Qwen3-14B-Base,0shot,0,0,0,0,0,0,0,0,0,0,0,0
Qwen__Qwen3-14B-Base,1shot,1170,83,22,9,1165,86,29,4,1164,87,25,8
Qwen__Qwen3-14B-Base,2shot,1189,76,11,8,1174,83,22,5,1185,80,14,5
Qwen__Qwen3-14B-Base,5shot,1198,75,8,3,1205,67,9,3,1190,82,12,0
Qwen__Qwen3-14B-Base,10shot,1213,60,10,1,1204,67,11,2,1205,67,9,3
Qwen__Qwen3-4B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
Qwen__Qwen3-4B,1shot,1113,157,8,6,1097,170,9,8,1090,177,8,9
Qwen__Qwen3-4B,2shot,1128,143,9,4,1110,158,8,8,1124,149,7,4
Qwen__Qwen3-4B,5shot,1153,119,4,8,1137,133,6,8,1145,128,6,5
Qwen__Qwen3-4B,10shot,1147,126,6,5,1155,120,4,5,1156,115,6,7
Qwen__Qwen3-4B-Base,0shot,0,0,0,0,0,0,0,0,0,0,0,0
Qwen__Qwen3-4B-Base,1shot,1099,143,26,16,1101,144,20,19,1091,152,26,15
Qwen__Qwen3-4B-Base,2shot,1121,124,22,17,1110,131,22,21,1122,124,19,19
Qwen__Qwen3-4B-Base,5shot,1156,105,11,12,1157,97,16,14,1151,107,13,13
Qwen__Qwen3-4B-Base,10shot,1170,94,10,10,1169,90,9,16,1170,95,9,10
Qwen__Qwen3-8B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
Qwen__Qwen3-8B,1shot,1087,169,17,11,1058,198,16,12,1051,202,18,13
Qwen__Qwen3-8B,2shot,1109,153,13,9,1098,170,10,6,1104,159,13,8
Qwen__Qwen3-8B,5shot,1147,119,10,8,1136,136,9,3,1152,117,7,8
Qwen__Qwen3-8B,10shot,1185,90,4,5,1179,95,5,5,1175,96,7,6
Qwen__Qwen3-8B-Base,0shot,0,0,0,0,0,0,0,0,0,0,0,0
Qwen__Qwen3-8B-Base,1shot,1149,108,13,14,1141,117,13,13,1128,132,13,11
Qwen__Qwen3-8B-Base,2shot,1171,98,8,7,1143,119,9,13,1163,101,12,8
Qwen__Qwen3-8B-Base,5shot,1185,80,9,10,1193,74,9,8,1183,91,5,5
Qwen__Qwen3-8B-Base,10shot,1191,79,6,8,1195,78,4,7,1189,82,7,6
claude-haiku-4-5-20251001,0shot,0,0,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,1shot,0,0,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,2shot,0,0,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,5shot,0,0,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,10shot,0,0,0,0,0,0,0,0,0,0,0,0
claude-sonnet-4-5-20250929,0shot,0,0,0,0,0,0,0,0,0,0,0,0
claude-sonnet-4-5-20250929,1shot,0,0,0,0,0,0,0,0,0,0,0,0
claude-sonnet-4-5-20250929,2shot,0,0,0,0,0,0,0,0,0,0,0,0
claude-sonnet-4-5-20250929,5shot,0,0,0,0,0,0,0,0,0,0,0,0
claude-sonnet-4-5-20250929,10shot,0,0,0,0,0,0,0,0,0,0,0,0
kakaocorp__kanana-1.5-2.1b-base,0shot,0,0,0,0,0,0,0,0,0,0,0,0
kakaocorp__kanana-1.5-2.1b-base,1shot,562,245,111,366,572,228,110,374,557,236,109,382
kakaocorp__kanana-1.5-2.1b-base,2shot,600,213,114,357,598,222,109,355,611,204,109,360
kakaocorp__kanana-1.5-2.1b-base,5shot,606,221,117,340,578,226,121,359,595,222,125,342
kakaocorp__kanana-1.5-2.1b-base,10shot,645,237,106,296,633,236,111,304,625,239,110,310
kakaocorp__kanana-1.5-2.1b-instruct-2505,0shot,0,0,0,0,0,0,0,0,0,0,0,0
kakaocorp__kanana-1.5-2.1b-instruct-2505,1shot,778,315,59,132,786,306,57,135,776,319,56,133
kakaocorp__kanana-1.5-2.1b-instruct-2505,2shot,794,297,57,136,797,302,56,129,792,305,58,129
kakaocorp__kanana-1.5-2.1b-instruct-2505,5shot,756,296,63,169,742,290,67,185,742,288,65,189
kakaocorp__kanana-1.5-2.1b-instruct-2505,10shot,711,296,78,199,742,288,66,188,750,287,60,187
kakaocorp__kanana-1.5-8b-base,0shot,0,0,0,0,0,0,0,0,0,0,0,0
kakaocorp__kanana-1.5-8b-base,1shot,791,199,83,211,806,184,79,215,787,192,87,218
kakaocorp__kanana-1.5-8b-base,2shot,800,173,87,224,792,164,88,240,797,165,89,233
kakaocorp__kanana-1.5-8b-base,5shot,863,195,74,152,869,201,81,133,873,187,76,148
kakaocorp__kanana-1.5-8b-base,10shot,929,212,62,81,919,223,55,87,915,224,59,86
meta-llama__Llama-3.1-70B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
meta-llama__Llama-3.1-70B,1shot,1087,183,8,6,1094,171,14,5,1097,168,14,5
meta-llama__Llama-3.1-70B,2shot,1135,138,6,5,1135,141,4,4,1127,145,4,8
meta-llama__Llama-3.1-70B,5shot,1164,111,5,4,1175,102,5,2,1164,109,7,4
meta-llama__Llama-3.1-70B,10shot,1186,90,4,4,1182,87,12,3,1190,88,4,2
meta-llama__Llama-3.1-70B-Instruct,0shot,0,0,0,0,0,0,0,0,0,0,0,0
meta-llama__Llama-3.1-70B-Instruct,1shot,1097,156,15,16,1117,154,9,4,1129,142,8,5
meta-llama__Llama-3.1-70B-Instruct,2shot,1149,123,9,3,1142,131,6,5,1131,132,11,10
meta-llama__Llama-3.1-70B-Instruct,5shot,1184,90,8,2,1189,89,6,0,1180,99,5,0
meta-llama__Llama-3.1-70B-Instruct,10shot,1195,85,4,0,1186,90,7,1,1199,81,4,0
meta-llama__Llama-3.1-8B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
meta-llama__Llama-3.1-8B,1shot,820,283,43,138,836,267,39,142,821,262,53,148
meta-llama__Llama-3.1-8B,2shot,917,255,33,79,907,253,29,95,896,274,43,71
meta-llama__Llama-3.1-8B,5shot,968,264,13,39,947,271,22,44,958,262,20,44
meta-llama__Llama-3.1-8B,10shot,998,263,4,19,987,263,8,26,1003,257,12,12
meta-llama__Llama-3.1-8B-Instruct,0shot,0,0,0,0,0,0,0,0,0,0,0,0
meta-llama__Llama-3.1-8B-Instruct,1shot,860,310,45,69,865,323,37,59,844,328,46,66
meta-llama__Llama-3.1-8B-Instruct,2shot,879,344,24,37,869,337,36,42,869,333,37,45
meta-llama__Llama-3.1-8B-Instruct,5shot,914,325,23,22,927,311,23,23,902,329,30,23
meta-llama__Llama-3.1-8B-Instruct,10shot,934,321,18,11,925,329,19,11,926,336,14,8
meta-llama__Llama-3.2-1B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
meta-llama__Llama-3.2-1B,1shot,290,336,300,358,327,292,339,326,305,341,310,328
meta-llama__Llama-3.2-1B,2shot,323,333,290,338,310,329,325,320,326,344,290,324
meta-llama__Llama-3.2-1B,5shot,342,347,279,316,329,328,301,326,301,347,328,308
meta-llama__Llama-3.2-1B,10shot,321,325,309,329,323,343,283,335,363,304,279,338
meta-llama__Llama-3.2-1B-Instruct,0shot,0,0,0,0,0,0,0,0,0,0,0,0
meta-llama__Llama-3.2-1B-Instruct,1shot,361,322,220,381,390,287,220,387,381,321,215,367
meta-llama__Llama-3.2-1B-Instruct,2shot,437,366,187,294,460,331,183,310,443,321,184,336
meta-llama__Llama-3.2-1B-Instruct,5shot,447,373,202,262,472,344,179,289,430,368,225,261
meta-llama__Llama-3.2-1B-Instruct,10shot,410,343,232,299,408,341,248,287,466,340,199,279
meta-llama__Llama-3.2-3B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
meta-llama__Llama-3.2-3B,1shot,652,497,77,58,645,514,73,52,648,504,75,57
meta-llama__Llama-3.2-3B,2shot,760,452,49,23,739,465,50,30,744,460,60,20
meta-llama__Llama-3.2-3B,5shot,817,416,36,15,808,428,33,15,786,440,42,16
meta-llama__Llama-3.2-3B,10shot,824,411,33,16,827,410,29,18,830,412,28,14
meta-llama__Llama-3.2-3B-Instruct,0shot,0,0,0,0,0,0,0,0,0,0,0,0
meta-llama__Llama-3.2-3B-Instruct,1shot,772,443,36,33,795,424,32,33,771,440,41,32
meta-llama__Llama-3.2-3B-Instruct,2shot,827,419,18,20,816,425,20,23,836,402,25,21
meta-llama__Llama-3.2-3B-Instruct,5shot,881,375,17,11,891,367,15,11,883,371,20,10
meta-llama__Llama-3.2-3B-Instruct,10shot,901,357,18,8,889,369,23,3,893,365,17,9
mistralai__Mistral-7B-Instruct-v0.3,0shot,0,0,0,0,0,0,0,0,0,0,0,0
mistralai__Mistral-7B-Instruct-v0.3,1shot,927,306,31,20,928,318,23,15,911,325,26,22
mistralai__Mistral-7B-Instruct-v0.3,2shot,890,359,25,10,895,350,28,11,906,348,22,8
mistralai__Mistral-7B-Instruct-v0.3,5shot,874,373,25,12,860,381,34,9,872,378,28,6
mistralai__Mistral-7B-Instruct-v0.3,10shot,841,393,40,10,829,408,38,9,842,395,38,9
mistralai__Mistral-7B-v0.3,0shot,0,0,0,0,0,0,0,0,0,0,0,0
mistralai__Mistral-7B-v0.3,1shot,715,195,81,293,721,201,82,280,704,189,94,297
mistralai__Mistral-7B-v0.3,2shot,852,256,50,126,865,257,43,119,874,249,42,119
mistralai__Mistral-7B-v0.3,5shot,987,259,16,22,997,257,16,14,1003,244,16,21
mistralai__Mistral-7B-v0.3,10shot,991,268,16,9,984,283,14,3,1006,258,11,9
mistralai__Mistral-Nemo-Base-2407,0shot,0,0,0,0,0,0,0,0,0,0,0,0
mistralai__Mistral-Nemo-Base-2407,1shot,898,316,36,34,900,312,34,38,890,315,39,40
mistralai__Mistral-Nemo-Base-2407,2shot,974,247,30,33,986,230,23,45,974,246,29,35
mistralai__Mistral-Nemo-Base-2407,5shot,977,259,20,28,989,247,29,19,980,247,31,26
mistralai__Mistral-Nemo-Base-2407,10shot,957,292,21,14,944,302,20,18,979,268,15,22
mistralai__Mistral-Nemo-Instruct-2407,0shot,0,0,0,0,0,0,0,0,0,0,0,0
mistralai__Mistral-Nemo-Instruct-2407,1shot,960,300,16,8,970,288,19,7,960,304,12,8
mistralai__Mistral-Nemo-Instruct-2407,2shot,1011,263,4,6,1010,259,6,9,994,274,10,6
mistralai__Mistral-Nemo-Instruct-2407,5shot,1052,218,11,3,1071,202,9,2,1048,226,6,4
mistralai__Mistral-Nemo-Instruct-2407,10shot,1053,223,5,3,1040,237,4,3,1047,227,8,2
mistralai__Mistral-Small-24B-Base-2501,0shot,0,0,0,0,0,0,0,0,0,0,0,0
mistralai__Mistral-Small-24B-Base-2501,1shot,1084,135,48,17,1074,155,42,13,1072,146,48,18
mistralai__Mistral-Small-24B-Base-2501,2shot,1165,94,18,7,1121,127,24,12,1150,102,25,7
mistralai__Mistral-Small-24B-Base-2501,5shot,1209,68,2,5,1213,65,3,3,1227,49,7,1
mistralai__Mistral-Small-24B-Base-2501,10shot,1221,61,1,1,1218,62,3,1,1226,56,1,1
mistralai__Mistral-Small-24B-Instruct-2501,0shot,0,0,0,0,0,0,0,0,0,0,0,0
mistralai__Mistral-Small-24B-Instruct-2501,1shot,1138,119,22,5,1114,144,18,8,1123,139,17,5
mistralai__Mistral-Small-24B-Instruct-2501,2shot,1187,84,11,2,1162,108,10,4,1186,84,12,2
mistralai__Mistral-Small-24B-Instruct-2501,5shot,1223,54,5,2,1234,43,5,2,1231,47,5,1
mistralai__Mistral-Small-24B-Instruct-2501,10shot,1230,51,1,2,1233,46,4,1,1237,43,3,1
naver-hyperclovax__HyperCLOVAX-SEED-Text-Instruct-0.5B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
naver-hyperclovax__HyperCLOVAX-SEED-Text-Instruct-0.5B,1shot,453,368,216,247,485,370,195,234,484,375,201,224
naver-hyperclovax__HyperCLOVAX-SEED-Text-Instruct-0.5B,2shot,512,400,173,199,556,385,140,203,542,414,125,203
naver-hyperclovax__HyperCLOVAX-SEED-Text-Instruct-0.5B,5shot,320,313,305,346,370,300,277,337,298,362,297,327
naver-hyperclovax__HyperCLOVAX-SEED-Text-Instruct-0.5B,10shot,579,423,86,196,582,421,84,197,601,433,75,175
naver-hyperclovax__HyperCLOVAX-SEED-Text-Instruct-1.5B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
naver-hyperclovax__HyperCLOVAX-SEED-Text-Instruct-1.5B,1shot,587,370,185,142,596,368,176,144,602,360,160,162
naver-hyperclovax__HyperCLOVAX-SEED-Text-Instruct-1.5B,2shot,694,391,123,76,666,400,128,90,665,408,121,90
naver-hyperclovax__HyperCLOVAX-SEED-Text-Instruct-1.5B,5shot,688,359,97,140,697,373,102,112,688,362,108,126
naver-hyperclovax__HyperCLOVAX-SEED-Text-Instruct-1.5B,10shot,690,339,94,161,694,340,110,140,692,329,100,163
naver-hyperclovax__HyperCLOVAX-SEED-Think-14B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
naver-hyperclovax__HyperCLOVAX-SEED-Think-14B,1shot,1147,112,13,12,1124,129,16,15,1119,139,7,19
naver-hyperclovax__HyperCLOVAX-SEED-Think-14B,2shot,1148,111,14,11,1157,108,10,9,1154,110,12,8
naver-hyperclovax__HyperCLOVAX-SEED-Think-14B,5shot,2366,180,10,12,2361,169,21,17,2348,198,12,10
naver-hyperclovax__HyperCLOVAX-SEED-Think-14B,10shot,1168,101,6,9,1188,85,7,4,1188,84,7,5
skt__A.X-4.0,0shot,0,0,0,0,0,0,0,0,0,0,0,0
skt__A.X-4.0,1shot,1212,61,10,1,1221,56,6,1,1228,49,7,0
skt__A.X-4.0,2shot,1222,49,7,6,1216,50,11,7,1222,45,10,7
skt__A.X-4.0,5shot,1181,61,36,6,1170,67,29,18,1158,72,31,23
skt__A.X-4.0,10shot,1231,40,10,3,1229,46,8,1,1232,41,8,3
skt__A.X-4.0-Light,0shot,0,0,0,0,0,0,0,0,0,0,0,0
skt__A.X-4.0-Light,1shot,1113,134,24,13,1100,145,23,16,1100,151,16,17
skt__A.X-4.0-Light,2shot,1143,104,24,13,1133,113,28,10,1122,126,25,11
skt__A.X-4.0-Light,5shot,1144,106,23,11,1145,92,28,19,1115,122,29,18
skt__A.X-4.0-Light,10shot,1203,61,15,5,1199,72,11,2,1189,78,12,5
skt__ko-gpt-trinity-1.2B-v0.5,0shot,0,0,0,0,0,0,0,0,0,0,0,0
skt__ko-gpt-trinity-1.2B-v0.5,1shot,328,283,348,325,368,264,330,322,356,293,315,320
skt__ko-gpt-trinity-1.2B-v0.5,2shot,352,295,328,309,359,300,329,296,363,322,294,305
skt__ko-gpt-trinity-1.2B-v0.5,5shot,352,341,304,287,344,321,307,312,359,347,294,284
skt__ko-gpt-trinity-1.2B-v0.5,10shot,345,318,327,294,382,311,296,295,372,346,280,286
upstage__SOLAR-10.7B-Instruct-v1.0,0shot,0,0,0,0,0,0,0,0,0,0,0,0
upstage__SOLAR-10.7B-Instruct-v1.0,1shot,798,403,51,32,770,418,50,46,788,422,39,35
upstage__SOLAR-10.7B-Instruct-v1.0,2shot,833,381,33,37,816,389,40,39,796,409,43,36
upstage__SOLAR-10.7B-Instruct-v1.0,5shot,883,340,31,30,857,348,41,38,839,361,39,45
upstage__SOLAR-10.7B-Instruct-v1.0,10shot,873,329,43,39,864,327,44,49,883,321,41,39
upstage__SOLAR-10.7B-v1.0,0shot,0,0,0,0,0,0,0,0,0,0,0,0
upstage__SOLAR-10.7B-v1.0,1shot,723,283,80,198,744,278,77,185,713,302,72,197
upstage__SOLAR-10.7B-v1.0,2shot,739,260,64,221,731,245,75,233,760,247,67,210
upstage__SOLAR-10.7B-v1.0,5shot,796,219,54,215,822,204,60,198,773,223,70,218
upstage__SOLAR-10.7B-v1.0,10shot,806,246,56,176,791,263,56,174,812,259,62,151
